;;;;;;POTENCIA;;;;;;ENERGIA;;;;;
sistema;cia;producto;producto cia;tarifa;fee;P1;P2;P3;P4;P5;P6;P1.;P2.;P3.;P4.;P5.;P6.
CANARIAS;ELEIA;FIJO;TU MEDIOAMBIENTE 2;3.0TD;-;0,043672 €;0,034596 €;0,018146 €;0,015720 €;0,011117 €;0,008988 €;0,263397 €;0,245697 €;0,220214 €;0,214507 €;0,203388 €;0,191084 €
CANARIAS;ELEIA;FIJO;TU MEDIOAMBIENTE 2;6.1TD;-;0,064157 €;0,058550 €;0,034187 €;0,027549 €;0,008198 €;0,005987 €;0,228720 €;0,214020 €;0,196012 €;0,193384 €;0,181644 €;0,171226 €
CANARIAS;ELEIA;FIJO;TU MEDIOAMBIENTE 3;2.0TD;-;0,077161 €;0,008611 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,290990 €;0,239166 €;0,197389 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;ELEIA;FIJO;TU MEDIOAMBIENTE 3;3.0TD;-;0,042302 €;0,033226 €;0,016776 €;0,014350 €;0,009747 €;0,007618 €;0,258397 €;0,240697 €;0,215214 €;0,209507 €;0,198388 €;0,186084 €
CANARIAS;ELEIA;FIJO;TU MEDIOAMBIENTE 3;6.1TD;-;0,062787 €;0,057180 €;0,032817 €;0,026179 €;0,006828 €;0,004617 €;0,223720 €;0,209020 €;0,191012 €;0,188384 €;0,176644 €;0,166226 €
CANARIAS;ENDESA;FIJO;TEMPO OPEN;2.0TD;-;0,098286 €;0,031508 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,215000 €;0,215000 €;0,215000 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;ENDESA;FIJO;TEMPO OPEN 15≤30kW;3.0TD;-;0,039951 €;0,034164 €;0,012228 €;0,011261 €;0,008702 €;0,006670 €;0,239774 €;0,239774 €;0,239774 €;0,239774 €;0,239774 €;0,239774 €
CANARIAS;ENDESA;FIJO;TEMPO OPEN 30≤50kW;3.0TD;-;0,039951 €;0,034164 €;0,012228 €;0,011261 €;0,008702 €;0,006670 €;0,235474 €;0,235474 €;0,235474 €;0,235474 €;0,235474 €;0,235474 €
CANARIAS;ENDESA;FIJO;TEMPO OPEN 50≤100kW;3.0TD;-;0,039951 €;0,034164 €;0,012228 €;0,011261 €;0,008702 €;0,006670 €;0,231174 €;0,231174 €;0,231174 €;0,231174 €;0,231174 €;0,231174 €
CANARIAS;ENDESA;FIJO;TEMPO OPEN >100kW;3.0TD;-;0,039951 €;0,034164 €;0,012228 €;0,011261 €;0,008702 €;0,006670 €;0,231174 €;0,231174 €;0,231174 €;0,231174 €;0,231174 €;0,231174 €
CANARIAS;EVOLVE;FIJO;GOLD;2.0TD;-;0,102419 €;0,036555 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,225338 €;0,225338 €;0,225338 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;EVOLVE;FIJO;GOLD;3.0TD;-;0,043788 €;0,038080 €;0,016444 €;0,015490 €;0,012966 €;0,010962 €;0,199697 €;0,199697 €;0,199697 €;0,199697 €;0,199697 €;0,199697 €
CANARIAS;EVOLVE;FIJO;SILVER;3.0TD;-;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,238833 €;0,238833 €;0,238833 €;0,238833 €;0,238833 €;0,238833 €
CANARIAS;FACTOR;FIJO;DOMESTICO_EXTRA1P;2.0TD;-;0,086653 €;0,021305 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,205022 €;0,205022 €;0,205022 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;FACTOR;FIJO;DOMESTICO_EXTRA3P;2.0TD;-;0,086653 €;0,021305 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,253951 €;0,194818 €;0,179385 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;FACTOR;FIJO;DOMESTICO_MINI;2.0TD;-;0,071260 €;0,071260 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,175987 €;0,175987 €;0,175987 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;FACTOR;FIJO;DOMESTICO_Precio WEB3P;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,257341 €;0,218834 €;0,170545 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;FACTOR;FIJO;DOMESTICO_PRIME;2.0TD;-;0,089448 €;0,024357 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,233522 €;0,233522 €;0,233522 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;FACTOR;FIJO;NEGOCIO_AHORRO;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,272892 €;0,206995 €;0,163707 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;FACTOR;FIJO;NEGOCIO_AHORRO1P;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,209242 €;0,209242 €;0,209242 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;FACTOR;FIJO;NEGOCIO_EXTRA;2.0TD;-;0,089025 €;0,026972 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,208419 €;0,199585 €;0,189555 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;FACTOR;FIJO;NEGOCIO_EXTRA1P;2.0TD;-;0,089025 €;0,026972 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,198998 €;0,198998 €;0,198998 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;FACTOR;FIJO;NEGOCIO_EXTRAPLUS;2.0TD;-;0,095912 €;0,027275 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,246299 €;0,227959 €;0,212855 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;FACTOR;FIJO;NEGOCIO_EXTRAPLUS1P;2.0TD;-;0,095912 €;0,027275 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,227301 €;0,227301 €;0,227301 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;FACTOR;FIJO;NEGOCIO_EXTRATOP;2.0TD;-;0,097244 €;0,035192 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,212419 €;0,203585 €;0,193555 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;FACTOR;FIJO;NEGOCIO_EXTRATOP1P;2.0TD;-;0,097244 €;0,035192 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,202998 €;0,202998 €;0,202998 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;FACTOR;FIJO;NEGOCIO_MINI1P;2.0TD;-;0,071260 €;0,071260 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,175987 €;0,175987 €;0,175987 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;FACTOR;FIJO;NEGOCIO_PROFESIONAL;2.0TD;-;0,085410 €;0,023135 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,258942 €;0,194555 €;0,156695 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;FACTOR;FIJO;NEGOCIO_PROFESIONAL1P;2.0TD;-;0,085410 €;0,023135 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,198614 €;0,198614 €;0,198614 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;FACTOR;FIJO;NEGOCIO_EXTRAPLUS;3.0TD;-;0,051055 €;0,043696 €;0,023138 €;0,021415 €;0,018671 €;0,017715 €;0,208620 €;0,199902 €;0,198590 €;0,197919 €;0,197399 €;0,193992 €
CANARIAS;FACTOR;FIJO;NEGOCIO_EXTRAPLUS1P;3.0TD;-;0,051055 €;0,043696 €;0,023138 €;0,021415 €;0,018671 €;0,017715 €;0,198318 €;0,198318 €;0,198318 €;0,198318 €;0,198318 €;0,198318 €
CANARIAS;GANA;FIJO;ONLINE TG;2.0TD;-;0,139000 €;0,139000 €;0,139000 €;0,000000 €;0,000000 €;0,000000 €;0,139000 €;0,139000 €;0,139000 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;GANA;FIJO;PRECIO ESTABLE TG;2.0TD;-;0,176000 €;0,129000 €;0,105000 €;0,000000 €;0,000000 €;0,000000 €;0,176000 €;0,129000 €;0,105000 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;IBERDROLA;FIJO;2.0<10kW PLAN ESTABLE;2.0TD;-;0,094534 €;0,017473 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,163031 €;0,163031 €;0,163031 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;IBERDROLA;FIJO;2.0<10kW Plan Exclusivo 15%TE/TP 1p;2.0TD;-;0,094534 €;0,017473 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,208042 €;0,208042 €;0,208042 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;IBERDROLA;FIJO;2.0<10kW Plan Exclusivo 15%TE/TP 3p;2.0TD;-;0,094534 €;0,017473 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,225009 €;0,187932 €;0,163137 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;IBERDROLA;FIJO;2.0>10kW Plan Estable;2.0TD;-;0,088983 €;0,014502 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,164731 €;0,164731 €;0,164731 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;IBERDROLA;FIJO;2.0>10kW Plan Exclusivo 15%TE/TP 1p;2.0TD;-;0,081031 €;0,012591 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,185382 €;0,185382 €;0,185382 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;IBERDROLA;FIJO;2.0>10kW Plan Exclusivo 15%TE/TP 3p;2.0TD;-;0,081031 €;0,012591 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,225009 €;0,187932 €;0,163137 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;IBERDROLA;FIJO;2.0>10kW Plan Exclusivo 26/30%TE 1p;2.0TD;-;0,062030 €;0,008326 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,290986 €;0,290986 €;0,290986 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;IBERDROLA;FIJO;2.0>10kW Plan Exclusivo 26/30%TE 3p;2.0TD;-;0,083824 €;0,011252 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,351283 €;0,284357 €;0,263988 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;IBERDROLA;FIJO;PEH/API 2.0<10kW PLAN ESTABLE;2.0TD;-;0,088983 €;0,014502 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,181900 €;0,181900 €;0,181900 €;0,181900 €;0,181900 €;0,181900 €
CANARIAS;IBERDROLA;FIJO;PEH/API 2.0<10kW Plan Exclusivo 15%TE/TP 1p;2.0TD;-;0,081031 €;0,012591 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,328058 €;0,319635 €;0,302746 €;0,295270 €;0,288293 €;0,286368 €
CANARIAS;IBERDROLA;FIJO;PEH/API 2.0<10kW Plan Exclusivo 15%TE/TP 3p;2.0TD;-;0,081031 €;0,012591 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,383045 €;0,374891 €;0,358543 €;0,351149 €;0,344732 €;0,336255 €
CANARIAS;IBERDROLA;FIJO;PEH/API 2.0>10kW Plan Estable;2.0TD;-;0,088983 €;0,014502 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,153441 €;0,153441 €;0,153441 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;IBERDROLA;FIJO;PEH/API 2.0>10kW Plan Exclusivo 15%TE/TP 1p;2.0TD;-;0,081031 €;0,012591 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,174478 €;0,174478 €;0,174478 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;IBERDROLA;FIJO;PEH/API 2.0>10kW Plan Exclusivo 15%TE/TP 3p;2.0TD;-;0,081031 €;0,012591 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,225009 €;0,187932 €;0,163137 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;IBERDROLA;FIJO;3.0 Plan Estable;3.0TD;-;0,043205 €;0,031846 €;0,014683 €;0,012162 €;0,010190 €;0,008242 €;0,155041 €;0,155041 €;0,155041 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;IBERDROLA;FIJO;3.0 Plan Exclusivo 15%TE;3.0TD;-;0,052805 €;0,038804 €;0,018841 €;0,015943 €;0,015083 €;0,013140 €;0,172246 €;0,172246 €;0,172246 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;IBERDROLA;FIJO;3.0 Plan Exclusivo 26/30%TE;3.0TD;-;0,052805 €;0,038804 €;0,018841 €;0,015943 €;0,015083 €;0,013140 €;0,225009 €;0,187932 €;0,163137 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;IBERDROLA;FIJO;PEH/API 3.0 Plan Estable;3.0TD;-;0,043205 €;0,031846 €;0,014683 €;0,012162 €;0,010190 €;0,008242 €;0,171200 €;0,171200 €;0,171200 €;0,171200 €;0,171200 €;0,171200 €
CANARIAS;NATURGY;FIJO;RESIDENCIAL POR USO LUZ LOYAL;2.0TD;-;0,097370 €;0,031506 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,125500 €;0,125500 €;0,125500 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;NATURGY;FIJO;RESIDENCIAL NOCHE LUZ;2.0TD;-;0,094086 €;0,028222 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,192200 €;0,137300 €;0,090000 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;NATURGY;FIJO;RESIDENCIAL POR USO LUZ;2.0TD;-;0,094086 €;0,028222 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,129900 €;0,129900 €;0,129900 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;NATURGY;FIJO;PLAN FIJO LUZ 3.0;3.0TD;-;0,040409 €;0,034701 €;0,013065 €;0,012111 €;0,009587 €;0,007583 €;0,224400 €;0,212100 €;0,189500 €;0,175400 €;0,166500 €;0,153000 €
CANARIAS;NATURGY;FIJO;PLAN FIJO LUZ 3.0 ONE;3.0TD;-;0,040409 €;0,034701 €;0,013065 €;0,012111 €;0,009587 €;0,007583 €;0,218400 €;0,206100 €;0,183500 €;0,169400 €;0,160500 €;0,147000 €
CANARIAS;NATURGY;FIJO;PLAN FIJO LUZ 3.0 SUPRA;3.0TD;-;0,040409 €;0,034701 €;0,013065 €;0,012111 €;0,009587 €;0,007583 €;0,236400 €;0,224100 €;0,201500 €;0,187400 €;0,178500 €;0,165000 €
CANARIAS;NATURGY;FIJO;PLAN FIJO LUZ 6.1;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,197900 €;0,188600 €;0,173100 €;0,162400 €;0,153400 €;0,141600 €
CANARIAS;NATURGY;FIJO;PLAN FIJO LUZ 6.1 ONE;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,191900 €;0,182600 €;0,167100 €;0,156400 €;0,147400 €;0,135600 €
CANARIAS;NATURGY;FIJO;PLAN FIJO LUZ 6.1 SUPRA;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,209900 €;0,200600 €;0,185100 €;0,174400 €;0,165400 €;0,153600 €
CANARIAS;TOTAL;FIJO;CLASICA LIBRE >5001;2.0TD;-;0,069500 €;0,003700 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,231417 €;0,178991 €;0,157138 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;TOTAL;FIJO;CLASICA LIBRE 0-1500;2.0TD;-;0,069500 €;0,003700 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,236917 €;0,184491 €;0,162638 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;TOTAL;FIJO;CLASICA LIBRE 1501-3000;2.0TD;-;0,069500 €;0,003700 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,231417 €;0,178991 €;0,157138 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;TOTAL;FIJO;CLASICA LIBRE 3001-5000;2.0TD;-;0,069500 €;0,003700 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,238917 €;0,186491 €;0,164638 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;TOTAL;FIJO; CLASICA SNP;2.0TD;-;0,069543 €;0,003679 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,224917 €;0,172491 €;0,150638 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;TOTAL;FIJO; CLASICA SNP TE3;2.0TD;-;0,089000 €;0,023000 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,238917 €;0,186491 €;0,164638 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;TOTAL;FIJO;CLASICA LIBRE >100001;3.0TD;-;0,038300 €;0,032600 €;0,011000 €;0,010000 €;0,007500 €;0,005500 €;0,196916 €;0,195184 €;0,171087 €;0,143343 €;0,126368 €;0,149577 €
CANARIAS;TOTAL;FIJO;CLASICA LIBRE 0-10000;3.0TD;-;0,038300 €;0,032600 €;0,011000 €;0,010000 €;0,007500 €;0,005500 €;0,200916 €;0,199184 €;0,175087 €;0,147343 €;0,130368 €;0,153577 €
CANARIAS;TOTAL;FIJO;CLASICA LIBRE 10001-30000;3.0TD;-;0,038300 €;0,032600 €;0,011000 €;0,010000 €;0,007500 €;0,005500 €;0,200416 €;0,198684 €;0,174587 €;0,146843 €;0,129868 €;0,153077 €
CANARIAS;TOTAL;FIJO;CLASICA LIBRE 30001-50000;3.0TD;-;0,038300 €;0,032600 €;0,011000 €;0,010000 €;0,007500 €;0,005500 €;0,198916 €;0,197184 €;0,173087 €;0,145343 €;0,128368 €;0,151577 €
CANARIAS;TOTAL;FIJO;CLASICA LIBRE 50001-100000;3.0TD;-;0,038300 €;0,032600 €;0,011000 €;0,010000 €;0,007500 €;0,005500 €;0,197666 €;0,195934 €;0,171837 €;0,144093 €;0,127118 €;0,150327 €
CANARIAS;TOTAL;FIJO; CLASICA SNP;3.0TD;-;0,038308 €;0,032600 €;0,010964 €;0,010011 €;0,007487 €;0,005482 €;0,194416 €;0,192684 €;0,168587 €;0,140843 €;0,123868 €;0,147077 €
CANARIAS;TOTAL;FIJO; CLASICA SNP TE3;3.0TD;-;0,044000 €;0,039000 €;0,017000 €;0,016000 €;0,013000 €;0,011000 €;0,206416 €;0,204684 €;0,180587 €;0,152843 €;0,135868 €;0,159077 €
CANARIAS;TOTAL;FIJO;CLASICA LIBRE >50.001;6.1TD;-;0,062900 €;0,054400 €;0,028300 €;0,023500 €;0,005200 €;0,003100 €;0,171652 €;0,169635 €;0,152621 €;0,128868 €;0,113850 €;0,134676 €
CANARIAS;TOTAL;FIJO;CLASICA LIBRE 0-50.000;6.1TD;-;0,062900 €;0,054400 €;0,028300 €;0,023500 €;0,005200 €;0,003100 €;0,172652 €;0,170635 €;0,153621 €;0,129868 €;0,114850 €;0,135676 €
CANARIAS;TOTAL;FIJO; CLASICA SNP;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,169652 €;0,167635 €;0,150621 €;0,126868 €;0,111850 €;0,132676 €
CANARIAS;TOTAL;FIJO; CLASICA SNP TE3;6.1TD;-;0,069000 €;0,060000 €;0,034000 €;0,029000 €;0,011000 €;0,009000 €;0,181652 €;0,179635 €;0,162621 €;0,138868 €;0,123850 €;0,144676 €
CANARIAS;EVOLVE;FIJO;SILVER;2.0TD;-;0,088721 €;0,055733 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,239359 €;0,239359 €;0,239359 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;ENDESA;FIJO;TEMPO LIBRE;2.0TD;-;0,101064 €;0,034285 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,166000 €;0,166000 €;0,166000 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;ENDESA;FIJO;TEMPO HAPPY;2.0TD;-;0,101064 €;0,034285 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,310000 €;0,310000 €;0,310000 €;0,000000 €;0,000000 €;0,000000 €
CANARIAS;ENDESA;FIJO;TEMPO 3 PERIODOS;2.0TD;-;0,101064 €;0,034285 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,268000 €;0,213000 €;0,176000 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ACCIONA;FIJO;CIERZO;2.0TD;-;0,088121 €;0,019570 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,355703 €;0,304626 €;0,265992 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ACCIONA;FIJO;LEVANTE;2.0TD;-;0,071682 €;0,003132 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,366868 €;0,315791 €;0,277157 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ACCIONA;FIJO;LEVANTE+;2.0TD;-;0,082641 €;0,014091 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,366868 €;0,315791 €;0,277157 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ACCIONA;FIJO;PONIENTE;2.0TD;-;0,071682 €;0,003132 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,360778 €;0,309701 €;0,271067 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ACCIONA;FIJO;PONIENTE+;2.0TD;-;0,077162 €;0,008611 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,360778 €;0,309701 €;0,271067 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ACCIONA;FIJO;TRAMONTANA;2.0TD;-;0,071682 €;0,003132 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,355703 €;0,304626 €;0,265992 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ACCIONA;FIJO;TRAMONTANA+;2.0TD;-;0,074422 €;0,005872 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,355703 €;0,304626 €;0,265992 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ACCIONA;FIJO;CIERZO;3.0TD;-;0,056000 €;0,046924 €;0,030475 €;0,028048 €;0,023445 €;0,021317 €;0,341080 €;0,322502 €;0,291035 €;0,280202 €;0,262243 €;0,261887 €
PENINSULA;ACCIONA;FIJO;LEVANTE;3.0TD;-;0,039562 €;0,030486 €;0,014036 €;0,011610 €;0,007007 €;0,004878 €;0,352245 €;0,333667 €;0,302200 €;0,291367 €;0,273408 €;0,273052 €
PENINSULA;ACCIONA;FIJO;LEVANTE+;3.0TD;-;0,050521 €;0,041445 €;0,024995 €;0,022568 €;0,017966 €;0,015837 €;0,352245 €;0,333667 €;0,302200 €;0,291367 €;0,273408 €;0,273052 €
PENINSULA;ACCIONA;FIJO;PONIENTE;3.0TD;-;0,039562 €;0,030486 €;0,014036 €;0,011610 €;0,007007 €;0,004878 €;0,346155 €;0,327577 €;0,296110 €;0,285277 €;0,267318 €;0,266962 €
PENINSULA;ACCIONA;FIJO;PONIENTE+;3.0TD;-;0,045041 €;0,035965 €;0,019516 €;0,017089 €;0,012487 €;0,010358 €;0,346155 €;0,327577 €;0,296110 €;0,285277 €;0,267318 €;0,266962 €
PENINSULA;ACCIONA;FIJO;TRAMONTANA;3.0TD;-;0,039562 €;0,030486 €;0,014036 €;0,011610 €;0,007007 €;0,004878 €;0,341080 €;0,322502 €;0,291035 €;0,280202 €;0,262243 €;0,261887 €
PENINSULA;ACCIONA;FIJO;TRAMONTANA+;3.0TD;-;0,042302 €;0,033226 €;0,016776 €;0,014349 €;0,009747 €;0,007618 €;0,341080 €;0,322502 €;0,291035 €;0,280202 €;0,262243 €;0,261887 €
PENINSULA;FACTOR;FIJO;NEGOCIO_AHORRO1P;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,162086 €;0,162086 €;0,162086 €;0,162086 €;0,162086 €;0,162086 €
PENINSULA;TOTAL;FIJO;CLASICA ETOP;6.1TD;-;0,074000 €;0,066000 €;0,040000 €;0,035000 €;0,017000 €;0,015000 €;0,168462 €;0,153696 €;0,133756 €;0,123316 €;0,107141 €;0,123759 €
PENINSULA;FACTOR;FIJO;NEGOCIO_PROFESIONAL1P;6.1TD;-;0,063993 €;0,055635 €;0,029476 €;0,024799 €;0,005770 €;0,006772 €;0,169955 €;0,169955 €;0,169955 €;0,169955 €;0,169955 €;0,169955 €
PENINSULA;FACTOR;FIJO;NEGOCIO_EXTRA1P;6.1TD;-;0,068521 €;0,059962 €;0,033914 €;0,027047 €;0,020619 €;0,013004 €;0,171196 €;0,171196 €;0,171196 €;0,171196 €;0,171196 €;0,171196 €
PENINSULA;TOTAL;FIJO;CLASICA;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,175094 €;0,160328 €;0,140388 €;0,129948 €;0,113773 €;0,130391 €
PENINSULA;FACTOR;FIJO;NEGOCIO_EXTRATOP1P;6.1TD;-;0,068521 €;0,059962 €;0,033914 €;0,027047 €;0,020619 €;0,013004 €;0,175196 €;0,175196 €;0,175196 €;0,175196 €;0,175196 €;0,175196 €
PENINSULA;TOTAL;FIJO;CLASICA LIBRE >50.001;6.1TD;-;0,062900 €;0,054400 €;0,028300 €;0,023500 €;0,005200 €;0,003100 €;0,177094 €;0,162328 €;0,142388 €;0,131948 €;0,115773 €;0,132391 €
PENINSULA;ACCIONA;FIJO;CIERZO;6.2TD;-;0,060270 €;0,056978 €;0,037051 €;0,035407 €;0,019981 €;0,018683 €;0,283593 €;0,271622 €;0,254839 €;0,249912 €;0,234389 €;0,232643 €
PENINSULA;ACCIONA;FIJO;LEVANTE;6.2TD;-;0,043831 €;0,040540 €;0,020613 €;0,018968 €;0,003543 €;0,002245 €;0,294758 €;0,282787 €;0,266004 €;0,261077 €;0,245554 €;0,243808 €
PENINSULA;ACCIONA;FIJO;LEVANTE+;6.2TD;-;0,054790 €;0,051498 €;0,031572 €;0,029927 €;0,014502 €;0,013204 €;0,294758 €;0,282787 €;0,266004 €;0,261077 €;0,245554 €;0,243808 €
PENINSULA;ACCIONA;FIJO;PONIENTE;6.2TD;-;0,043819 €;0,040540 €;0,020613 €;0,018968 €;0,003543 €;0,002245 €;0,288668 €;0,276697 €;0,259914 €;0,254987 €;0,239464 €;0,237718 €
PENINSULA;ACCIONA;FIJO;PONIENTE+;6.2TD;-;0,049311 €;0,046019 €;0,026092 €;0,024448 €;0,009022 €;0,007724 €;0,288668 €;0,276697 €;0,259914 €;0,254987 €;0,239464 €;0,237718 €
PENINSULA;ACCIONA;FIJO;TRAMONTANA;6.2TD;-;0,043819 €;0,040540 €;0,020613 €;0,018968 €;0,003543 €;0,002245 €;0,283593 €;0,271622 €;0,254839 €;0,249912 €;0,234389 €;0,232643 €
PENINSULA;ACCIONA;FIJO;TRAMONTANA+;6.2TD;-;0,046571 €;0,043279 €;0,023353 €;0,021708 €;0,006283 €;0,004985 €;0,283593 €;0,271622 €;0,254839 €;0,249912 €;0,234389 €;0,232643 €
PENINSULA;AEQ;FIJO;ARMONIA;2.0TD;3;0,071803 €;0,005528 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,265522 €;0,211940 €;0,175676 €;0,000000 €;0,000000 €;0,000000 €
