;;;;;;POTENCIA;;;;;;ENERGIA;;;;;
sistema;cia;producto;producto cia;tarifa;fee;P1;P2;P3;P4;P5;P6;P1.;P2.;P3.;P4.;P5.;P6.
PENINSULA;AEQ;FIJO;EQUILIBRIO;2.0TD;3;0,081597 €;0,013542 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,265522 €;0,211940 €;0,175676 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;AEQ;FIJO;SIMETRIA;2.0TD;3;0,092145 €;0,022172 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,265522 €;0,211940 €;0,175676 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;AEQ;FIJO;ARMONIA;2.0TD;6;0,071803 €;0,005528 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,268522 €;0,214940 €;0,178676 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;2.0TD;6;0,081597 €;0,013542 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,268522 €;0,214940 €;0,178676 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;AEQ;FIJO;SIMETRIA;2.0TD;6;0,092145 €;0,022172 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,268522 €;0,214940 €;0,178676 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;AEQ;FIJO;ARMONIA;2.0TD;8;0,071803 €;0,005528 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,270522 €;0,216904 €;0,180676 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;2.0TD;8;0,081597 €;0,013542 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,270522 €;0,216904 €;0,180676 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;AEQ;FIJO;SIMETRIA;2.0TD;8;0,092145 €;0,022172 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,270522 €;0,216904 €;0,180676 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;AEQ;FIJO;ARMONIA;2.0TD;10;0,071803 €;0,005528 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,272522 €;0,218940 €;0,182676 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;2.0TD;10;0,081597 €;0,013542 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,272522 €;0,218940 €;0,182676 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;AEQ;FIJO;SIMETRIA;2.0TD;10;0,092145 €;0,022172 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,272522 €;0,218940 €;0,182676 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;AEQ;FIJO;ARMONIA;2.0TD;15;0,071803 €;0,005528 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,277522 €;0,223940 €;0,187676 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;2.0TD;15;0,081597 €;0,013542 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,277522 €;0,223940 €;0,187676 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;AEQ;FIJO;SIMETRIA;2.0TD;15;0,092145 €;0,022172 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,277522 €;0,223940 €;0,187676 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;AEQ;FIJO;ARMONIA;2.0TD;20;0,071803 €;0,005528 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,282522 €;0,228940 €;0,192676 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;2.0TD;20;0,081597 €;0,013542 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,282522 €;0,228940 €;0,192676 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;AEQ;FIJO;SIMETRIA;2.0TD;20;0,092145 €;0,022172 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,282522 €;0,228940 €;0,192676 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;AEQ;FIJO;ARMONIA;2.0TD;25;0,071803 €;0,005528 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,287522 €;0,233940 €;0,197476 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;2.0TD;25;0,081597 €;0,013542 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,287522 €;0,233940 €;0,197476 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;AEQ;FIJO;SIMETRIA;2.0TD;25;0,092145 €;0,022172 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,287522 €;0,233940 €;0,197476 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;AEQ;FIJO;ARMONIA;2.0TD;30;0,071803 €;0,005528 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,292522 €;0,238940 €;0,202676 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;2.0TD;30;0,081597 €;0,013542 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,292522 €;0,238940 €;0,202676 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;AEQ;FIJO;SIMETRIA;2.0TD;30;0,092145 €;0,022172 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,292522 €;0,238940 €;0,202676 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;AEQ;FIJO;ARMONIA;3.0TD;3;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,256565 €;0,235767 €;0,207862 €;0,189579 €;0,170251 €;0,167743 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;3.0TD;3;0,038308 €;0,032600 €;0,021238 €;0,020285 €;0,017761 €;0,015757 €;0,256565 €;0,235767 €;0,207862 €;0,189579 €;0,170251 €;0,167743 €
PENINSULA;AEQ;FIJO;SIMETRIA;3.0TD;3;0,038308 €;0,032600 €;0,035622 €;0,034668 €;0,032144 €;0,030140 €;0,256565 €;0,235767 €;0,207862 €;0,189579 €;0,170251 €;0,167743 €
PENINSULA;AEQ;FIJO;ARMONIA;3.0TD;6;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,259565 €;0,238767 €;0,210862 €;0,192579 €;0,173251 €;0,170743 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;3.0TD;6;0,038308 €;0,032600 €;0,021238 €;0,020285 €;0,017761 €;0,015757 €;0,259565 €;0,238767 €;0,210862 €;0,192579 €;0,173251 €;0,170743 €
PENINSULA;AEQ;FIJO;SIMETRIA;3.0TD;6;0,038308 €;0,032600 €;0,035622 €;0,034668 €;0,032144 €;0,030140 €;0,259565 €;0,238767 €;0,210862 €;0,192579 €;0,173251 €;0,170743 €
PENINSULA;AEQ;FIJO;ARMONIA;3.0TD;8;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,261565 €;0,240767 €;0,212862 €;0,194579 €;0,175251 €;0,172743 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;3.0TD;8;0,038308 €;0,032600 €;0,021238 €;0,020285 €;0,017761 €;0,015757 €;0,261565 €;0,240767 €;0,212862 €;0,194579 €;0,175251 €;0,172743 €
PENINSULA;AEQ;FIJO;SIMETRIA;3.0TD;8;0,038308 €;0,032600 €;0,035622 €;0,034668 €;0,032144 €;0,030140 €;0,261565 €;0,240767 €;0,212862 €;0,194579 €;0,175251 €;0,172743 €
PENINSULA;AEQ;FIJO;ARMONIA;3.0TD;10;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,263565 €;0,242767 €;0,214862 €;0,196579 €;0,177251 €;0,174743 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;3.0TD;10;0,038308 €;0,032600 €;0,021238 €;0,020285 €;0,017761 €;0,015757 €;0,263565 €;0,242767 €;0,214862 €;0,196579 €;0,177251 €;0,174743 €
PENINSULA;AEQ;FIJO;SIMETRIA;3.0TD;10;0,038308 €;0,032600 €;0,035622 €;0,034668 €;0,032144 €;0,030140 €;0,263565 €;0,242767 €;0,214862 €;0,196579 €;0,177251 €;0,174743 €
PENINSULA;AEQ;FIJO;ARMONIA;3.0TD;15;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,268565 €;0,247767 €;0,219862 €;0,201579 €;0,182251 €;0,179743 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;3.0TD;15;0,038308 €;0,032600 €;0,021238 €;0,020285 €;0,017761 €;0,015757 €;0,268565 €;0,247767 €;0,219862 €;0,201579 €;0,182251 €;0,179743 €
PENINSULA;AEQ;FIJO;SIMETRIA;3.0TD;15;0,038308 €;0,032600 €;0,035622 €;0,034668 €;0,032144 €;0,030140 €;0,268565 €;0,247767 €;0,219862 €;0,201579 €;0,182251 €;0,179743 €
PENINSULA;AEQ;FIJO;ARMONIA;3.0TD;20;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,273565 €;0,252767 €;0,224862 €;0,206579 €;0,187251 €;0,184743 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;3.0TD;20;0,038308 €;0,032600 €;0,021238 €;0,020285 €;0,017761 €;0,015757 €;0,273565 €;0,252767 €;0,224862 €;0,206579 €;0,187251 €;0,184743 €
PENINSULA;AEQ;FIJO;SIMETRIA;3.0TD;20;0,038308 €;0,032600 €;0,035622 €;0,034668 €;0,032144 €;0,030140 €;0,273565 €;0,252767 €;0,224862 €;0,206579 €;0,187251 €;0,184743 €
PENINSULA;AEQ;FIJO;ARMONIA;3.0TD;25;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,278565 €;0,257767 €;0,229862 €;0,211579 €;0,192251 €;0,189743 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;3.0TD;25;0,038308 €;0,032600 €;0,021238 €;0,020285 €;0,017761 €;0,015757 €;0,278565 €;0,257767 €;0,229862 €;0,211579 €;0,192251 €;0,189743 €
PENINSULA;AEQ;FIJO;SIMETRIA;3.0TD;25;0,038308 €;0,032600 €;0,035622 €;0,034668 €;0,032144 €;0,030140 €;0,278565 €;0,257767 €;0,229862 €;0,211579 €;0,192251 €;0,189743 €
PENINSULA;AEQ;FIJO;ARMONIA;3.0TD;30;0,038308 €;0,032600 €;0,010965 €;0,010011 €;0,007487 €;0,005483 €;0,283565 €;0,262767 €;0,234862 €;0,216579 €;0,197251 €;0,194743 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;3.0TD;30;0,038308 €;0,032600 €;0,021238 €;0,020285 €;0,017761 €;0,015757 €;0,283565 €;0,262767 €;0,234862 €;0,216579 €;0,197251 €;0,194743 €
PENINSULA;AEQ;FIJO;SIMETRIA;3.0TD;30;0,038308 €;0,032600 €;0,035622 €;0,034668 €;0,032144 €;0,030140 €;0,283565 €;0,262767 €;0,234862 €;0,216579 €;0,197251 €;0,194743 €
PENINSULA;TOTAL;FIJO;CLASICA LIBRE 0-50.000;6.1TD;-;0,062900 €;0,054400 €;0,028300 €;0,023500 €;0,005200 €;0,003100 €;0,178094 €;0,163328 €;0,143388 €;0,132948 €;0,116773 €;0,133391 €
PENINSULA;TOTAL;FIJO;CLASICA TE1;6.1TD;-;0,067000 €;0,058000 €;0,032000 €;0,027000 €;0,009000 €;0,007000 €;0,184094 €;0,169328 €;0,149388 €;0,138948 €;0,122773 €;0,139391 €
PENINSULA;FACTOR;FIJO;NEGOCIO_EXTRAPLUS1P;6.1TD;-;0,071589 €;0,063030 €;0,036982 €;0,030115 €;0,023688 €;0,016072 €;0,184696 €;0,184696 €;0,184696 €;0,184696 €;0,184696 €;0,184696 €
PENINSULA;TOTAL;FIJO;CLASICA TE2;6.1TD;-;0,068000 €;0,060000 €;0,034000 €;0,029000 €;0,011000 €;0,009000 €;0,185094 €;0,170328 €;0,150388 €;0,139948 €;0,123773 €;0,140391 €
PENINSULA;TOTAL;FIJO;CLASICA TE3;6.1TD;-;0,069000 €;0,060000 €;0,034000 €;0,029000 €;0,011000 €;0,009000 €;0,187094 €;0,172328 €;0,152388 €;0,141948 €;0,125773 €;0,142391 €
PENINSULA;NATURGY;FIJO;PLAN FIJO LUZ 6.1 ONE;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,191900 €;0,182600 €;0,167100 €;0,156400 €;0,147400 €;0,135600 €
PENINSULA;TOTAL;FIJO;CLASICA TE4;6.1TD;-;0,071000 €;0,063000 €;0,037000 €;0,032000 €;0,013000 €;0,011000 €;0,193094 €;0,178328 €;0,158388 €;0,147948 €;0,131773 €;0,148391 €
PENINSULA;ELEIA;FIJO;SIMPLEX;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,193471 €;0,178771 €;0,160763 €;0,158135 €;0,146395 €;0,135976 €
PENINSULA;TOTAL;FIJO;CLASICA TE5;6.1TD;-;0,074000 €;0,065000 €;0,039000 €;0,034000 €;0,016000 €;0,014000 €;0,196094 €;0,181328 €;0,161388 €;0,150948 €;0,134773 €;0,151391 €
PENINSULA;NATURGY;FIJO;PLAN FIJO LUZ 6.1;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,197900 €;0,188600 €;0,173100 €;0,162400 €;0,153400 €;0,141600 €
PENINSULA;FACTOR;FIJO;NEGOCIO_EXTRA;6.1TD;-;0,068521 €;0,059962 €;0,033914 €;0,027047 €;0,020619 €;0,013004 €;0,198650 €;0,194953 €;0,183130 €;0,176730 €;0,174930 €;0,147288 €
PENINSULA;ADI;FIJO;PROFESIONAL;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,199619 €;0,182056 €;0,162672 €;0,146726 €;0,144143 €;0,142941 €
PENINSULA;ELEIA;FIJO;TU DECIDES 3;6.1TD;-;0,065658 €;0,057099 €;0,031035 €;0,026194 €;0,007969 €;0,005888 €;0,200471 €;0,185771 €;0,167763 €;0,165135 €;0,153395 €;0,142976 €
PENINSULA;ELEIA;FIJO;TU ELIGES 3;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,200471 €;0,185771 €;0,167763 €;0,165135 €;0,153395 €;0,142976 €
PENINSULA;FACTOR;FIJO;NEGOCIO_EXTRATOP;6.1TD;-;0,068521 €;0,059962 €;0,033914 €;0,027047 €;0,020619 €;0,013004 €;0,202650 €;0,198953 €;0,187130 €;0,180730 €;0,178930 €;0,151288 €
PENINSULA;ELEIA;FIJO;TU DECIDES 2;6.1TD;-;0,068397 €;0,059838 €;0,033774 €;0,028933 €;0,010708 €;0,008627 €;0,204471 €;0,189771 €;0,171763 €;0,169135 €;0,157395 €;0,146976 €
PENINSULA;ELEIA;FIJO;TU ELIGES 2;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,204471 €;0,189771 €;0,171763 €;0,169135 €;0,157395 €;0,146976 €
PENINSULA;ELEIA;FIJO;TU DECIDES 1;6.1TD;-;0,071137 €;0,062578 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,206471 €;0,191771 €;0,173763 €;0,171135 €;0,159395 €;0,148976 €
PENINSULA;ELEIA;FIJO;TU ELIGES 1;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,206471 €;0,191771 €;0,173763 €;0,171135 €;0,159395 €;0,148976 €
PENINSULA;ELEIA;FIJO;TU DECIDES 0;6.1TD;-;0,075247 €;0,066688 €;0,040624 €;0,035783 €;0,017558 €;0,015477 €;0,209471 €;0,194771 €;0,176763 €;0,174135 €;0,162395 €;0,151976 €
PENINSULA;ELEIA;FIJO;TU ELIGES 0;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,209471 €;0,194771 €;0,176763 €;0,174135 €;0,162395 €;0,151976 €
PENINSULA;NATURGY;FIJO;PLAN FIJO LUZ 6.1 SUPRA;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,209900 €;0,200600 €;0,185100 €;0,174400 €;0,165400 €;0,153600 €
PENINSULA;ADI;FIJO;ADI SENCILLA;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,210616 €;0,192980 €;0,173552 €;0,157523 €;0,154953 €;0,153746 €
PENINSULA;ADI;FIJO;ADI SENCILLA;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,210616 €;0,192980 €;0,173552 €;0,157523 €;0,154953 €;0,153746 €
PENINSULA;FACTOR;FIJO;NEGOCIO_AHORRO;6.1TD;-;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,210705 €;0,190406 €;0,163506 €;0,157869 €;0,145216 €;0,139245 €
PENINSULA;FACTOR;FIJO;NEGOCIO_EXTRAPLUS;6.1TD;-;0,071589 €;0,063030 €;0,036982 €;0,030115 €;0,023688 €;0,016072 €;0,212150 €;0,208453 €;0,196630 €;0,190230 €;0,188430 €;0,160788 €
PENINSULA;ADI;FIJO;ADI CLARA;6.1TD;-;0,067028 €;0,058469 €;0,032404 €;0,027563 €;0,009339 €;0,007257 €;0,214616 €;0,196980 €;0,177552 €;0,161523 €;0,158953 €;0,157746 €
PENINSULA;AEQ;FIJO;ARMONIA;6.1TD;1,5;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,219779 €;0,198154 €;0,187935 €;0,171302 €;0,153539 €;0,151097 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;6.1TD;1,5;0,062918 €;0,054359 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,219779 €;0,198154 €;0,187935 €;0,171302 €;0,153539 €;0,151097 €
PENINSULA;AEQ;FIJO;SIMETRIA;6.1TD;1,5;0,062918 €;0,054359 €;0,043706 €;0,038865 €;0,020640 €;0,018559 €;0,219779 €;0,198154 €;0,187935 €;0,171302 €;0,153539 €;0,151097 €
PENINSULA;FACTOR;FIJO;NEGOCIO_PROFESIONAL;6.1TD;-;0,063993 €;0,055635 €;0,029476 €;0,024799 €;0,005770 €;0,006772 €;0,220046 €;0,199046 €;0,171481 €;0,165837 €;0,152767 €;0,146329 €
PENINSULA;AEQ;FIJO;ARMONIA;6.1TD;3;0,062918 €;0,054359 €;0,028295 €;0,023454 €;0,005229 €;0,003148 €;0,221278 €;0,199654 €;0,189435 €;0,172802 €;0,155039 €;0,152597 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;6.1TD;3;0,062918 €;0,054359 €;0,036514 €;0,031673 €;0,013448 €;0,011367 €;0,221278 €;0,199654 €;0,189435 €;0,172802 €;0,155039 €;0,152597 €
PENINSULA;AEQ;FIJO;ARMONIA;6.2TD;1,5;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,197210 €;0,178265 €;0,181589 €;0,167023 €;0,152642 €;0,148006 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;6.2TD;1,5;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,197210 €;0,178265 €;0,181589 €;0,167023 €;0,152642 €;0,148006 €
PENINSULA;AEQ;FIJO;SIMETRIA;6.2TD;1,5;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,197210 €;0,178265 €;0,181589 €;0,167023 €;0,152642 €;0,148006 €
PENINSULA;AEQ;FIJO;ARMONIA;6.2TD;3;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,198710 €;0,179765 €;0,183089 €;0,168523 €;0,154142 €;0,149506 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;6.2TD;3;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,198710 €;0,179765 €;0,183089 €;0,168523 €;0,154142 €;0,149506 €
PENINSULA;AEQ;FIJO;SIMETRIA;6.2TD;3;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,198710 €;0,179765 €;0,183089 €;0,168523 €;0,154142 €;0,149506 €
PENINSULA;AEQ;FIJO;ARMONIA;6.2TD;4;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,199710 €;0,180765 €;0,184089 €;0,169523 €;0,155142 €;0,150506 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;6.2TD;4;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,199710 €;0,180765 €;0,184089 €;0,169523 €;0,155142 €;0,150506 €
PENINSULA;AEQ;FIJO;SIMETRIA;6.2TD;4;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,199710 €;0,180765 €;0,184089 €;0,169523 €;0,155142 €;0,150506 €
PENINSULA;AEQ;FIJO;ARMONIA;6.2TD;5;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,200710 €;0,181765 €;0,185089 €;0,170523 €;0,156142 €;0,151506 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;6.2TD;5;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,200710 €;0,181765 €;0,185089 €;0,170523 €;0,156142 €;0,151506 €
PENINSULA;AEQ;FIJO;SIMETRIA;6.2TD;5;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,200710 €;0,181765 €;0,185089 €;0,170523 €;0,156142 €;0,151506 €
PENINSULA;AEQ;FIJO;ARMONIA;6.2TD;6;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,201710 €;0,182765 €;0,186089 €;0,171523 €;0,157142 €;0,152506 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;6.2TD;6;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,201710 €;0,182765 €;0,186089 €;0,171523 €;0,157142 €;0,152506 €
PENINSULA;AEQ;FIJO;SIMETRIA;6.2TD;6;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,201710 €;0,182765 €;0,186089 €;0,171523 €;0,157142 €;0,152506 €
PENINSULA;AEQ;FIJO;ARMONIA;6.2TD;8;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,203710 €;0,184765 €;0,188089 €;0,173523 €;0,159142 €;0,154506 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;6.2TD;8;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,203710 €;0,184765 €;0,188089 €;0,173523 €;0,159142 €;0,154506 €
PENINSULA;AEQ;FIJO;SIMETRIA;6.2TD;8;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,203710 €;0,184765 €;0,188089 €;0,173523 €;0,159142 €;0,154506 €
PENINSULA;AEQ;FIJO;ARMONIA;6.2TD;10;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,205710 €;0,186765 €;0,190089 €;0,175523 €;0,161142 €;0,156506 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;6.2TD;10;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,205710 €;0,186765 €;0,190089 €;0,175523 €;0,161142 €;0,156506 €
PENINSULA;AEQ;FIJO;SIMETRIA;6.2TD;10;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,205710 €;0,186765 €;0,190089 €;0,175523 €;0,161142 €;0,156506 €
PENINSULA;AEQ;FIJO;ARMONIA;6.2TD;15;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,210710 €;0,191765 €;0,195089 €;0,180523 €;0,166142 €;0,161506 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;6.2TD;15;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,210710 €;0,191765 €;0,195089 €;0,180523 €;0,166142 €;0,161506 €
PENINSULA;AEQ;FIJO;SIMETRIA;6.2TD;15;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,210710 €;0,191765 €;0,195089 €;0,180523 €;0,166142 €;0,161506 €
PENINSULA;AEQ;FIJO;ARMONIA;6.2TD;20;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,215710 €;0,196765 €;0,200089 €;0,185523 €;0,171142 €;0,166506 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;6.2TD;20;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,215710 €;0,196765 €;0,200089 €;0,185523 €;0,171142 €;0,166506 €
PENINSULA;AEQ;FIJO;SIMETRIA;6.2TD;20;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,215710 €;0,196765 €;0,200089 €;0,185523 €;0,171142 €;0,166506 €
PENINSULA;AEQ;FIJO;ARMONIA;6.2TD;25;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,220710 €;0,201765 €;0,205089 €;0,190523 €;0,176142 €;0,171506 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;6.2TD;25;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,220710 €;0,201765 €;0,205089 €;0,190523 €;0,176142 €;0,171506 €
PENINSULA;AEQ;FIJO;SIMETRIA;6.2TD;25;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,220710 €;0,201765 €;0,205089 €;0,190523 €;0,176142 €;0,171506 €
PENINSULA;AEQ;FIJO;ARMONIA;6.2TD;30;0,043360 €;0,040165 €;0,017108 €;0,013475 €;0,003281 €;0,002059 €;0,225710 €;0,206765 €;0,210089 €;0,195523 €;0,181142 €;0,176506 €
PENINSULA;AEQ;FIJO;EQUILIBRIO;6.2TD;30;0,043360 €;0,040165 €;0,025327 €;0,021694 €;0,011501 €;0,010279 €;0,225710 €;0,206765 €;0,210089 €;0,195523 €;0,181142 €;0,176506 €
PENINSULA;AEQ;FIJO;SIMETRIA;6.2TD;30;0,043360 €;0,040165 €;0,032519 €;0,028886 €;0,018692 €;0,017470 €;0,225710 €;0,206765 €;0,210089 €;0,195523 €;0,181142 €;0,176506 €
PENINSULA;ELEIA;FIJO;BALANCE OF ENERGY 0;2.0TD;-;0,071682 €;0,071682 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,217000 €;0,217000 €;0,217000 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ELEIA;FIJO;BALANCE OF ENERGY 1;2.0TD;-;0,071682 €;0,071682 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,201000 €;0,201000 €;0,201000 €;0,000000 €;0,000000 €;0,000000 €
PENINSULA;ELEIA;FIJO;BALANCE OF ENERGY 2;2.0TD;-;0,071682 €;0,071682 €;0,000000 €;0,000000 €;0,000000 €;0,000000 €;0,181000 €;0,181000 €;0,181000 €;0,000000 €;0,000000 €;0,000000 €
