-;;;;;;;;8;9;10;11;12;13;14;15;16;17;18;19
-;;;;;;;;POTENCIA (€/kW/día);;;;;;ENERGIA (€/kWh);;;;;
-;soporte;CIA;SISTEMA;CIA;Producto CIA (potencia);Transporte Distribución;fee;P1;P2;P3;P4;P5;P6;P1;P2;P3;P4;P5;P6
-;CANARIASIBERDROLAFIJO3.0 Plan Exclusivo 15%TE3.0TD-;IBERDROLA;CANARIAS;;3.0 Plan Exclusivo 15%TE;3.0TD;-; 0,05280 € ; 0,03880 € ; 0,01884 € ; 0,01594 € ; 0,01508 € ; 0,01314 € ; 0,17225 € ; 0,17225 € ; 0,17225 € ; -   € ; -   € ; -   € 
-;CANARIASIBERDROLAFIJO3.0 Plan Exclusivo 26/30%TE3.0TD-;IBERDROLA;CANARIAS;;3.0 Plan Exclusivo 26/30%TE;3.0TD;-; 0,05280 € ; 0,03880 € ; 0,01884 € ; 0,01594 € ; 0,01508 € ; 0,01314 € ; 0,22501 € ; 0,18793 € ; 0,16314 € ; -   € ; -   € ; -   € 
-;CANARIASIBERDROLAFIJOPEH/API 3.0 Plan Estable3.0TD-;IBERDROLA;CANARIAS;;PEH/API 3.0 Plan Estable;3.0TD;-; 0,04321 € ; 0,03185 € ; 0,01468 € ; 0,01216 € ; 0,01019 € ; 0,00824 € ; 0,17120 € ; 0,17120 € ; 0,17120 € ; 0,17120 € ; 0,17120 € ; 0,17120 € 
-;BALEARESIBERDROLAFIJO2.0<10kW PLAN ESTABLE2.0TD-;IBERDROLA;BALEARES;;2.0<10kW PLAN ESTABLE;2.0TD;-; 0,09453 € ; 0,01747 € ; -   € ; -   € ; -   € ; -   € ; 0,16303 € ; 0,16303 € ; 0,16303 € ; -   € ; -   € ; -   € 
-;BALEARESIBERDROLAFIJO2.0<10kW Plan Exclusivo 15%TE/TP 1p2.0TD-;IBERDROLA;BALEARES;;2.0<10kW Plan Exclusivo 15%TE/TP 1p;2.0TD;-; 0,09453 € ; 0,01747 € ; -   € ; -   € ; -   € ; -   € ; 0,20804 € ; 0,20804 € ; 0,20804 € ; -   € ; -   € ; -   € 
-;BALEARESIBERDROLAFIJO2.0<10kW Plan Exclusivo 15%TE/TP 3p2.0TD-;IBERDROLA;BALEARES;;2.0<10kW Plan Exclusivo 15%TE/TP 3p;2.0TD;-; 0,09453 € ; 0,01747 € ; -   € ; -   € ; -   € ; -   € ; 0,22501 € ; 0,18793 € ; 0,16314 € ; -   € ; -   € ; -   € 
-;BALEARESIBERDROLAFIJO2.0>10kW Plan Estable2.0TD-;IBERDROLA;BALEARES;;2.0>10kW Plan Estable;2.0TD;-; 0,08898 € ; 0,01450 € ; -   € ; -   € ; -   € ; -   € ; 0,16473 € ; 0,16473 € ; 0,16473 € ; -   € ; -   € ; -   € 
-;BALEARESIBERDROLAFIJO2.0>10kW Plan Exclusivo 15%TE/TP 1p2.0TD-;IBERDROLA;BALEARES;;2.0>10kW Plan Exclusivo 15%TE/TP 1p;2.0TD;-; 0,08103 € ; 0,01259 € ; -   € ; -   € ; -   € ; -   € ; 0,18538 € ; 0,18538 € ; 0,18538 € ; -   € ; -   € ; -   € 
-;BALEARESIBERDROLAFIJO2.0>10kW Plan Exclusivo 15%TE/TP 3p2.0TD-;IBERDROLA;BALEARES;;2.0>10kW Plan Exclusivo 15%TE/TP 3p;2.0TD;-; 0,08103 € ; 0,01259 € ; -   € ; -   € ; -   € ; -   € ; 0,22501 € ; 0,18793 € ; 0,16314 € ; -   € ; -   € ; -   € 
-;BALEARESIBERDROLAFIJO2.0>10kW Plan Exclusivo 26/30%TE 1p2.0TD-;IBERDROLA;BALEARES;;2.0>10kW Plan Exclusivo 26/30%TE 1p;2.0TD;-; 0,06203 € ; 0,00833 € ; -   € ; -   € ; -   € ; -   € ; 0,29099 € ; 0,29099 € ; 0,29099 € ; -   € ; -   € ; -   € 
-;BALEARESIBERDROLAFIJO2.0>10kW Plan Exclusivo 26/30%TE 3p2.0TD-;IBERDROLA;BALEARES;;2.0>10kW Plan Exclusivo 26/30%TE 3p;2.0TD;-; 0,08382 € ; 0,01125 € ; -   € ; -   € ; -   € ; -   € ; 0,35128 € ; 0,28436 € ; 0,26399 € ; -   € ; -   € ; -   € 
-;BALEARESIBERDROLAFIJOPEH/API 2.0<10kW PLAN ESTABLE2.0TD-;IBERDROLA;BALEARES;;PEH/API 2.0<10kW PLAN ESTABLE;2.0TD;-; 0,08898 € ; 0,01450 € ; -   € ; -   € ; -   € ; -   € ; 0,15344 € ; 0,15344 € ; 0,15344 € ; -   € ; -   € ; -   € 
-;BALEARESIBERDROLAFIJOPEH/API 2.0<10kW Plan Exclusivo 15%TE/TP 1p2.0TD-;IBERDROLA;BALEARES;;PEH/API 2.0<10kW Plan Exclusivo 15%TE/TP 1p;2.0TD;-; 0,08103 € ; 0,01259 € ; -   € ; -   € ; -   € ; -   € ; 0,17448 € ; 0,17448 € ; 0,17448 € ; -   € ; -   € ; -   € 
-;BALEARESIBERDROLAFIJOPEH/API 2.0<10kW Plan Exclusivo 15%TE/TP 3p2.0TD-;IBERDROLA;BALEARES;;PEH/API 2.0<10kW Plan Exclusivo 15%TE/TP 3p;2.0TD;-; 0,08103 € ; 0,01259 € ; -   € ; -   € ; -   € ; -   € ; 0,22501 € ; 0,18793 € ; 0,16314 € ; -   € ; -   € ; -   € 
-;BALEARESIBERDROLAFIJOPEH/API 2.0>10kW Plan Estable2.0TD-;IBERDROLA;BALEARES;;PEH/API 2.0>10kW Plan Estable;2.0TD;-; 0,08898 € ; 0,01450 € ; -   € ; -   € ; -   € ; -   € ; 0,15504 € ; 0,15504 € ; 0,15504 € ; -   € ; -   € ; -   € 
-;BALEARESIBERDROLAFIJOPEH/API 2.0>10kW Plan Exclusivo 15%TE/TP 1p2.0TD-;IBERDROLA;BALEARES;;PEH/API 2.0>10kW Plan Exclusivo 15%TE/TP 1p;2.0TD;-; 0,08103 € ; 0,01259 € ; -   € ; -   € ; -   € ; -   € ; 0,17225 € ; 0,17225 € ; 0,17225 € ; -   € ; -   € ; -   € 
-;BALEARESIBERDROLAFIJOPEH/API 2.0>10kW Plan Exclusivo 15%TE/TP 3p2.0TD-;IBERDROLA;BALEARES;;PEH/API 2.0>10kW Plan Exclusivo 15%TE/TP 3p;2.0TD;-; 0,08103 € ; 0,01259 € ; -   € ; -   € ; -   € ; -   € ; 0,22501 € ; 0,18793 € ; 0,16314 € ; -   € ; -   € ; -   € 
-;BALEARESIBERDROLAFIJO3.0 Plan Estable3.0TD-;IBERDROLA;BALEARES;;3.0 Plan Estable;3.0TD;-; 0,04321 € ; 0,03185 € ; 0,01468 € ; 0,01216 € ; 0,01019 € ; 0,00824 € ; 0,18190 € ; 0,18190 € ; 0,18190 € ; 0,18190 € ; 0,18190 € ; 0,18190 € 
-;BALEARESIBERDROLAFIJO3.0 Plan Exclusivo 15%TE3.0TD-;IBERDROLA;BALEARES;;3.0 Plan Exclusivo 15%TE;3.0TD;-; 0,05280 € ; 0,03880 € ; 0,01884 € ; 0,01594 € ; 0,01508 € ; 0,01314 € ; 0,32806 € ; 0,31963 € ; 0,30275 € ; 0,29527 € ; 0,28829 € ; 0,28637 € 
-;BALEARESIBERDROLAFIJO3.0 Plan Exclusivo 26/30%TE3.0TD-;IBERDROLA;BALEARES;;3.0 Plan Exclusivo 26/30%TE;3.0TD;-; 0,05280 € ; 0,03880 € ; 0,01884 € ; 0,01594 € ; 0,01508 € ; 0,01314 € ; 0,38304 € ; 0,37489 € ; 0,35854 € ; 0,35115 € ; 0,34473 € ; 0,33625 € 
-;BALEARESIBERDROLAFIJOPEH/API 3.0 Plan Estable3.0TD-;IBERDROLA;BALEARES;;PEH/API 3.0 Plan Estable;3.0TD;-; 0,04321 € ; 0,03185 € ; 0,01468 € ; 0,01216 € ; 0,01019 € ; 0,00824 € ; 0,17120 € ; 0,17120 € ; 0,17120 € ; 0,17120 € ; 0,17120 € ; 0,17120 € 
-;0;#N/D;#N/D;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
-;0;#N/D;#N/D;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
-;0;#N/D;#N/D;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
-;PENINSULANATURGYFIJORESIDENCIAL POR USO LUZ LOYAL2.0TD-;NATURGY;PENINSULA;;RESIDENCIAL POR USO LUZ LOYAL;2.0TD;-; 0,09737 € ; 0,03151 € ; -   € ; -   € ; -   € ; -   € ; 0,12550 € ; 0,12550 € ; 0,12550 € ; -   € ; -   € ; -   € 
-;PENINSULANATURGYFIJORESIDENCIAL NOCHE LUZ2.0TD-;NATURGY;PENINSULA;;RESIDENCIAL NOCHE LUZ;2.0TD;-; 0,09409 € ; 0,02822 € ; -   € ; -   € ; -   € ; -   € ; 0,19220 € ; 0,13730 € ; 0,09000 € ; -   € ; -   € ; -   € 
-;PENINSULANATURGYFIJORESIDENCIAL POR USO LUZ2.0TD-;NATURGY;PENINSULA;;RESIDENCIAL POR USO LUZ;2.0TD;-; 0,09409 € ; 0,02822 € ; -   € ; -   € ; -   € ; -   € ; 0,12990 € ; 0,12990 € ; 0,12990 € ; -   € ; -   € ; -   € 
-;PENINSULANATURGYFIJOPLAN FIJO LUZ 3.03.0TD-;NATURGY;PENINSULA;;PLAN FIJO LUZ 3.0;3.0TD;-; 0,04041 € ; 0,03470 € ; 0,01306 € ; 0,01211 € ; 0,00959 € ; 0,00758 € ; 0,22440 € ; 0,21210 € ; 0,18950 € ; 0,17540 € ; 0,16650 € ; 0,15300 € 
-;PENINSULANATURGYFIJOPLAN FIJO LUZ 3.0 ONE3.0TD-;NATURGY;PENINSULA;;PLAN FIJO LUZ 3.0 ONE;3.0TD;-; 0,04041 € ; 0,03470 € ; 0,01306 € ; 0,01211 € ; 0,00959 € ; 0,00758 € ; 0,21840 € ; 0,20610 € ; 0,18350 € ; 0,16940 € ; 0,16050 € ; 0,14700 € 
-;PENINSULANATURGYFIJOPLAN FIJO LUZ 3.0 SUPRA3.0TD-;NATURGY;PENINSULA;;PLAN FIJO LUZ 3.0 SUPRA;3.0TD;-; 0,04041 € ; 0,03470 € ; 0,01306 € ; 0,01211 € ; 0,00959 € ; 0,00758 € ; 0,23640 € ; 0,22410 € ; 0,20150 € ; 0,18740 € ; 0,17850 € ; 0,16500 € 
-;PENINSULANATURGYFIJOPLAN FIJO LUZ 6.16.1TD-;NATURGY;PENINSULA;;PLAN FIJO LUZ 6.1;6.1TD;-; 0,06292 € ; 0,05436 € ; 0,02829 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,19790 € ; 0,18860 € ; 0,17310 € ; 0,16240 € ; 0,15340 € ; 0,14160 € 
-;PENINSULANATURGYFIJOPLAN FIJO LUZ 6.1 ONE6.1TD-;NATURGY;PENINSULA;;PLAN FIJO LUZ 6.1 ONE;6.1TD;-; 0,06292 € ; 0,05436 € ; 0,02829 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,19190 € ; 0,18260 € ; 0,16710 € ; 0,15640 € ; 0,14740 € ; 0,13560 € 
-;PENINSULANATURGYFIJOPLAN FIJO LUZ 6.1 SUPRA6.1TD-;NATURGY;PENINSULA;;PLAN FIJO LUZ 6.1 SUPRA;6.1TD;-; 0,06292 € ; 0,05436 € ; 0,02829 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,20990 € ; 0,20060 € ; 0,18510 € ; 0,17440 € ; 0,16540 € ; 0,15360 € 
-;0;#N/D;#N/D;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
-;0;#N/D;#N/D;;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D;#N/D
-;CANARIASNATURGYFIJORESIDENCIAL POR USO LUZ LOYAL2.0TD-;NATURGY;CANARIAS;;RESIDENCIAL POR USO LUZ LOYAL;2.0TD;-; 0,09737 € ; 0,03151 € ; -   € ; -   € ; -   € ; -   € ; 0,12550 € ; 0,12550 € ; 0,12550 € ; -   € ; -   € ; -   € 
-;CANARIASNATURGYFIJORESIDENCIAL NOCHE LUZ2.0TD-;NATURGY;CANARIAS;;RESIDENCIAL NOCHE LUZ;2.0TD;-; 0,09409 € ; 0,02822 € ; -   € ; -   € ; -   € ; -   € ; 0,19220 € ; 0,13730 € ; 0,09000 € ; -   € ; -   € ; -   € 
-;CANARIASNATURGYFIJORESIDENCIAL POR USO LUZ2.0TD-;NATURGY;CANARIAS;;RESIDENCIAL POR USO LUZ;2.0TD;-; 0,09409 € ; 0,02822 € ; -   € ; -   € ; -   € ; -   € ; 0,12990 € ; 0,12990 € ; 0,12990 € ; -   € ; -   € ; -   € 
-;CANARIASNATURGYFIJOPLAN FIJO LUZ 3.03.0TD-;NATURGY;CANARIAS;;PLAN FIJO LUZ 3.0;3.0TD;-; 0,04041 € ; 0,03470 € ; 0,01306 € ; 0,01211 € ; 0,00959 € ; 0,00758 € ; 0,22440 € ; 0,21210 € ; 0,18950 € ; 0,17540 € ; 0,16650 € ; 0,15300 € 
-;CANARIASNATURGYFIJOPLAN FIJO LUZ 3.0 ONE3.0TD-;NATURGY;CANARIAS;;PLAN FIJO LUZ 3.0 ONE;3.0TD;-; 0,04041 € ; 0,03470 € ; 0,01306 € ; 0,01211 € ; 0,00959 € ; 0,00758 € ; 0,21840 € ; 0,20610 € ; 0,18350 € ; 0,16940 € ; 0,16050 € ; 0,14700 € 
-;CANARIASNATURGYFIJOPLAN FIJO LUZ 3.0 SUPRA3.0TD-;NATURGY;CANARIAS;;PLAN FIJO LUZ 3.0 SUPRA;3.0TD;-; 0,04041 € ; 0,03470 € ; 0,01306 € ; 0,01211 € ; 0,00959 € ; 0,00758 € ; 0,23640 € ; 0,22410 € ; 0,20150 € ; 0,18740 € ; 0,17850 € ; 0,16500 € 
-;CANARIASNATURGYFIJOPLAN FIJO LUZ 6.16.1TD-;NATURGY;CANARIAS;;PLAN FIJO LUZ 6.1;6.1TD;-; 0,06292 € ; 0,05436 € ; 0,02829 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,19790 € ; 0,18860 € ; 0,17310 € ; 0,16240 € ; 0,15340 € ; 0,14160 € 
-;CANARIASNATURGYFIJOPLAN FIJO LUZ 6.1 ONE6.1TD-;NATURGY;CANARIAS;;PLAN FIJO LUZ 6.1 ONE;6.1TD;-; 0,06292 € ; 0,05436 € ; 0,02829 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,19190 € ; 0,18260 € ; 0,16710 € ; 0,15640 € ; 0,14740 € ; 0,13560 € 
;CANARIASNATURGYFIJOPLAN FIJO LUZ 6.1 SUPRA6.1TD-;NATURGY;CANARIAS;;PLAN FIJO LUZ 6.1 SUPRA;6.1TD;-; 0,06292 € ; 0,05436 € ; 0,02829 € ; 0,02345 € ; 0,00523 € ; 0,00315 € ; 0,20990 € ; 0,20060 € ; 0,18510 € ; 0,17440 € ; 0,16540 € ; 0,15360 € 
-;;0;0;;0;0;0; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € 
-;;0;0;;0;0;0; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € 
-;;0;0;;0;0;0; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € 
-;;0;0;;0;0;0; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € 
-;;0;0;;0;0;0; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € ; -   € 
-;PENINSULAPLENITUDEFIJOFACIL MILAN2.0TD-;PLENITUDE;PENINSULA;;FACIL MILAN;2.0TD;-; 0,08264 € ; 0,03601 € ; -   € ; -   € ; -   € ; -   € ; 0,23887 € ; 0,23887 € ; 0,23887 € ; -   € ; -   € ; -   € 
-;PENINSULAPLENITUDEFIJOFACIL NAPOLES 2.0TD-;PLENITUDE;PENINSULA;;FACIL NAPOLES ;2.0TD;-; 0,08264 € ; 0,03053 € ; -   € ; -   € ; -   € ; -   € ; 0,21687 € ; 0,21687 € ; 0,21687 € ; -   € ; -   € ; -   € 
-;PENINSULAPLENITUDEFIJOFACIL ROMA 2.0TD-;PLENITUDE;PENINSULA;;FACIL ROMA ;2.0TD;-; 0,08264 € ; 0,03053 € ; -   € ; -   € ; -   € ; -   € ; 0,22387 € ; 0,22387 € ; 0,22387 € ; -   € ; -   € ; -   € 
-;PENINSULAPLENITUDEFIJOFACIL VENECIA2.0TD-;PLENITUDE;PENINSULA;;FACIL VENECIA;2.0TD;-; 0,08264 € ; 0,03601 € ; -   € ; -   € ; -   € ; -   € ; 0,23387 € ; 0,23387 € ; 0,23387 € ; -   € ; -   € ; -   € 
-;PENINSULAPLENITUDEFIJOMILAN2.0TD-;PLENITUDE;PENINSULA;;MILAN;2.0TD;-; 0,08264 € ; 0,03053 € ; -   € ; -   € ; -   € ; -   € ; 0,29811 € ; 0,23796 € ; 0,21454 € ; -   € ; -   € ; -   € 
-;PENINSULAPLENITUDEFIJONAPOLES2.0TD-;PLENITUDE;PENINSULA;;NAPOLES;2.0TD;-; 0,07168 € ; 0,01409 € ; -   € ; -   € ; -   € ; -   € ; 0,29011 € ; 0,22996 € ; 0,20654 € ; -   € ; -   € ; -   € 
-;PENINSULAPLENITUDEFIJOROMA2.0TD-;PLENITUDE;PENINSULA;;ROMA;2.0TD;-; 0,07168 € ; 0,01409 € ; -   € ; -   € ; -   € ; -   € ; 0,29311 € ; 0,23296 € ; 0,20954 € ; -   € ; -   € ; -   € 
-;PENINSULAPLENITUDEFIJOVENECIA2.0TD-;PLENITUDE;PENINSULA;;VENECIA;2.0TD;-; 0,08264 € ; 0,03053 € ; -   € ; -   € ; -   € ; -   € ; 0,29511 € ; 0,23496 € ; 0,21154 € ; -   € ; -   € ; -   € 
-;PENINSULAPLENITUDEFIJOFACIL MILAN3.0TD-;PLENITUDE;PENINSULA;;FACIL MILAN;3.0TD;-; 0,03956 € ; 0,03049 € ; 0,01952 € ; 0,01709 € ; 0,01797 € ; 0,01584 € ; 0,36088 € ; 0,36088 € ; 0,36088 € ; 0,36088 € ; 0,36088 € ; 0,36088 € 
-;PENINSULAPLENITUDEFIJOFACIL NAPOLES 3.0TD-;PLENITUDE;PENINSULA;;FACIL NAPOLES ;3.0TD;-; 0,03956 € ; 0,03049 € ; 0,01404 € ; 0,01709 € ; 0,01249 € ; 0,01036 € ; 0,33088 € ; 0,33088 € ; 0,33088 € ; 0,33088 € ; 0,33088 € ; 0,33088 € 
-;PENINSULAPLENITUDEFIJOFACIL ROMA 3.0TD-;PLENITUDE;PENINSULA;;FACIL ROMA ;3.0TD;-; 0,03956 € ; 0,03049 € ; 0,01952 € ; 0,01709 € ; 0,01797 € ; 0,01584 € ; 0,34088 € ; 0,34088 € ; 0,34088 € ; 0,34088 € ; 0,34088 € ; 0,34088 € 
-;PENINSULAPLENITUDEFIJOFACIL VENECIA3.0TD-;PLENITUDE;PENINSULA;;FACIL VENECIA;3.0TD;-; 0,03956 € ; 0,03049 € ; 0,01952 € ; 0,01709 € ; 0,01797 € ; 0,01584 € ; 0,35588 € ; 0,35588 € ; 0,35588 € ; 0,35588 € ; 0,35588 € ; 0,35588 € 
-;PENINSULAPLENITUDEFIJOMILAN3.0TD-;PLENITUDE;PENINSULA;;MILAN;3.0TD;-; 0,04778 € ; 0,03871 € ; 0,02226 € ; 0,01983 € ; 0,01523 € ; 0,01310 € ; 0,39158 € ; 0,37277 € ; 0,34056 € ; 0,33492 € ; 0,31697 € ; 0,33361 € 
-;PENINSULAPLENITUDEFIJONAPOLES3.0TD-;PLENITUDE;PENINSULA;;NAPOLES;3.0TD;-; 0,03956 € ; 0,03049 € ; 0,01404 € ; 0,01161 € ; 0,00701 € ; 0,00488 € ; 0,38658 € ; 0,36777 € ; 0,33556 € ; 0,32992 € ; 0,31197 € ; 0,32861 € 
-;PENINSULAPLENITUDEFIJOROMA3.0TD-;PLENITUDE;PENINSULA;;ROMA;3.0TD;-; 0,03956 € ; 0,03049 € ; 0,01404 € ; 0,01983 € ; 0,01523 € ; 0,01310 € ; 0,38658 € ; 0,36777 € ; 0,33556 € ; 0,32992 € ; 0,31197 € ; 0,32861 € 
-;PENINSULAPLENITUDEFIJOVENECIA3.0TD-;PLENITUDE;PENINSULA;;VENECIA;3.0TD;-; 0,04778 € ; 0,03871 € ; 0,02226 € ; 0,01983 € ; 0,01523 € ; 0,01310 € ; 0,38886 € ; 0,36977 € ; 0,33756 € ; 0,33192 € ; 0,31397 € ; 0,33061 € 
-;PENINSULAPLENITUDEFIJOMILAN6.1TD-;PLENITUDE;PENINSULA;;MILAN;6.1TD;-; 0,06964 € ; 0,06403 € ; 0,03967 € ; 0,03303 € ; 0,01368 € ; 0,01147 € ; 0,46133 € ; 0,44349 € ; 0,41974 € ; 0,41582 € ; 0,38965 € ; 0,40984 € 
-;PENINSULAPLENITUDEFIJONAPOLES6.1TD-;PLENITUDE;PENINSULA;;NAPOLES;6.1TD;-; 0,06142 € ; 0,05581 € ; 0,03145 € ; 0,02481 € ; 0,00546 € ; 0,00325 € ; 0,45633 € ; 0,43849 € ; 0,41474 € ; 0,41082 € ; 0,38465 € ; 0,40484 € 
-;PENINSULAPLENITUDEFIJOROMA6.1TD-;PLENITUDE;PENINSULA;;ROMA;6.1TD;-; 0,06964 € ; 0,06403 € ; 0,03967 € ; 0,03303 € ; 0,01368 € ; 0,01147 € ; 0,45633 € ; 0,43849 € ; 0,41474 € ; 0,41082 € ; 0,38465 € ; 0,40484 € 
-;PENINSULAPLENITUDEFIJOVENECIA6.1TD-;PLENITUDE;PENINSULA;;VENECIA;6.1TD;-; 0,06964 € ; 0,06403 € ; 0,03967 € ; 0,03303 € ; 0,01368 € ; 0,01147 € ; 0,45833 € ; 0,44049 € ; 0,41674 € ; 0,41282 € ; 0,38665 € ; 0,40684 € 
-;PENINSULATOTALFIJOCLASICA2.0TD-;TOTAL;PENINSULA;;CLASICA;2.0TD;-; 0,06954 € ; 0,00368 € ; -   € ; -   € ; -   € ; -   € ; 0,22812 € ; 0,17533 € ; 0,15351 € ; -   € ; -   € ; -   € 
-;PENINSULATOTALFIJOCLASICA ETOP2.0TD-;TOTAL;PENINSULA;;CLASICA ETOP;2.0TD;-; 0,10400 € ; 0,03800 € ; -   € ; -   € ; -   € ; -   € ; 0,20427 € ; 0,15148 € ; 0,12965 € ; -   € ; -   € ; -   € 
-;PENINSULATOTALFIJOCLASICA ETOP UNICA2.0TD-;TOTAL;PENINSULA;;CLASICA ETOP UNICA;2.0TD;-; 0,10400 € ; 0,03800 € ; -   € ; -   € ; -   € ; -   € ; 0,15793 € ; 0,15793 € ; 0,15793 € ; -   € ; -   € ; -   € 
-;PENINSULATOTALFIJOCLASICA LIBRE >50012.0TD-;TOTAL;PENINSULA;;CLASICA LIBRE >5001;2.0TD;-; 0,06954 € ; 0,00368 € ; -   € ; -   € ; -   € ; -   € ; 0,23462 € ; 0,18183 € ; 0,16005 € ; -   € ; -   € ; -   € 
-;PENINSULATOTALFIJOCLASICA LIBRE 0-15002.0TD-;TOTAL;PENINSULA;;CLASICA LIBRE 0-1500;2.0TD;-; 0,06954 € ; 0,00368 € ; -   € ; -   € ; -   € ; -   € ; 0,24212 € ; 0,18933 € ; 0,16751 € ; -   € ; -   € ; -   € 
-;PENINSULATOTALFIJOCLASICA LIBRE 1501-30002.0TD-;TOTAL;PENINSULA;;CLASICA LIBRE 1501-3000;2.0TD;-; 0,06954 € ; 0,00368 € ; -   € ; -   € ; -   € ; -   € ; 0,24012 € ; 0,18733 € ; 0,16551 € ; -   € ; -   € ; -   € 
-;PENINSULATOTALFIJOCLASICA LIBRE 3001-50002.0TD-;TOTAL;PENINSULA;;CLASICA LIBRE 3001-5000;2.0TD;-; 0,06954 € ; 0,00368 € ; -   € ; -   € ; -   € ; -   € ; 0,23462 € ; 0,18183 € ; 0,16001 € ; -   € ; -   € ; -   € 
-;PENINSULATOTALFIJOCLASICA LIBRE UNICA >50012.0TD-;TOTAL;PENINSULA;;CLASICA LIBRE UNICA >5001;2.0TD;-; 0,06954 € ; 0,00368 € ; -   € ; -   € ; -   € ; -   € ; 0,18828 € ; 0,18828 € ; 0,18828 € ; -   € ; -   € ; -   € 
-;PENINSULATOTALFIJOCLASICA LIBRE UNICA 0-15002.0TD-;TOTAL;PENINSULA;;CLASICA LIBRE UNICA 0-1500;2.0TD;-; 0,06954 € ; 0,00368 € ; -   € ; -   € ; -   € ; -   € ; 0,19578 € ; 0,19578 € ; 0,19578 € ; -   € ; -   € ; -   € 
-;PENINSULATOTALFIJOCLASICA LIBRE UNICA 1501-30002.0TD-;TOTAL;PENINSULA;;CLASICA LIBRE UNICA 1501-3000;2.0TD;-; 0,06954 € ; 0,00368 € ; -   € ; -   € ; -   € ; -   € ; 0,19378 € ; 0,19378 € ; 0,19378 € ; -   € ; -   € ; -   € 
-;PENINSULATOTALFIJOCLASICA LIBRE UNICA 3001-50002.0TD-;TOTAL;PENINSULA;;CLASICA LIBRE UNICA 3001-5000;2.0TD;-; 0,06954 € ; 0,00368 € ; -   € ; -   € ; -   € ; -   € ; 0,18828 € ; 0,18828 € ; 0,18828 € ; -   € ; -   € ; -   € 
-;PENINSULATOTALFIJOCLASICA TE12.0TD-;TOTAL;PENINSULA;;CLASICA TE1;2.0TD;-; 0,08100 € ; 0,01500 € ; -   € ; -   € ; -   € ; -   € ; 0,23812 € ; 0,18533 € ; 0,16351 € ; -   € ; -   € ; -   € 
-;PENINSULATOTALFIJOCLASICA TE1 UNICA2.0TD-;TOTAL;PENINSULA;;CLASICA TE1 UNICA;2.0TD;-; 0,08100 € ; 0,01500 € ; -   € ; -   € ; -   € ; -   € ; 0,19178 € ; 0,19178 € ; 0,19178 € ; -   € ; -   € ; -   € 
-;PENINSULATOTALFIJOCLASICA TE22.0TD-;TOTAL;PENINSULA;;CLASICA TE2;2.0TD;-; 0,08600 € ; 0,02000 € ; -   € ; -   € ; -   € ; -   € ; 0,24112 € ; 0,18833 € ; 0,16651 € ; -   € ; -   € ; -   € 
-;PENINSULATOTALFIJOCLASICA TE2 UNICA2.0TD-;TOTAL;PENINSULA;;CLASICA TE2 UNICA;2.0TD;-; 0,08600 € ; 0,02000 € ; -   € ; -   € ; -   € ; -   € ; 0,19478 € ; 0,19478 € ; 0,19478 € ; -   € ; -   € ; -   € 
-;PENINSULATOTALFIJOCLASICA TE32.0TD-;TOTAL;PENINSULA;;CLASICA TE3;2.0TD;-; 0,08900 € ; 0,02300 € ; -   € ; -   € ; -   € ; -   € ; 0,24212 € ; 0,18933 € ; 0,16751 € ; -   € ; -   € ; -   € 
-;PENINSULATOTALFIJOCLASICA TE3 UNICA2.0TD-;TOTAL;PENINSULA;;CLASICA TE3 UNICA;2.0TD;-; 0,08900 € ; 0,02300 € ; -   € ; -   € ; -   € ; -   € ; 0,19578 € ; 0,19578 € ; 0,19578 € ; -   € ; -   € ; -   € 
